Category,Region,Subject
Famous site,Asia,Museum of Islamic Art (Qatar)
Famous site,Asia,Qatar National Museum (Qatar)
Famous site,Asia,Doha Souq Waqif (Qatar)
Famous site,North America excluding the Caribbean,"Grand Canyon (Arizona, USA)"
Famous site,North America excluding the Caribbean,"Niagara Falls (Ontario, Canada / New York, USA)"
Famous site,North America excluding the Caribbean,"Yellowstone National Park – Old Faithful Geyser (Wyoming, USA)"
Famous site,North America excluding the Caribbean,"Yosemite Valley & El Capitan (California, USA)"
Famous site,North America excluding the Caribbean,"Mount Denali (Alaska, USA)"
Famous site,North America excluding the Caribbean,"Bryce Canyon (Utah, USA)"
Famous site,North America excluding the Caribbean,"Antelope Canyon (Arizona, USA)"
Famous site,North America excluding the Caribbean,"Monument Valley (Arizona/Utah, USA)"
Famous site,North America excluding the Caribbean,"Great Smoky Mountains (Tennessee/North Carolina, USA)"
Famous site,North America excluding the Caribbean,"Everglades (Florida, USA)"
Famous site,North America excluding the Caribbean,"Carlsbad Caverns (New Mexico, USA)"
Famous site,North America excluding the Caribbean,"Crater Lake (Oregon, USA)"
Famous site,North America excluding the Caribbean,"Redwood National and State Parks (California, USA)"
Famous site,North America excluding the Caribbean,"Death Valley (California/Nevada, USA)"
Famous site,North America excluding the Caribbean,Rocky Mountains (Canada & USA)
Famous site,North America excluding the Caribbean,"Banff National Park – Lake Louise (Alberta, Canada)"
Famous site,North America excluding the Caribbean,"Jasper National Park – Athabasca Glacier (Alberta, Canada)"
Famous site,North America excluding the Caribbean,"Moraine Lake (Alberta, Canada)"
Famous site,North America excluding the Caribbean,"Gros Morne National Park (Newfoundland, Canada)"
Famous site,North America excluding the Caribbean,"Bay of Fundy (New Brunswick/Nova Scotia, Canada)"
Famous site,North America excluding the Caribbean,"Nahanni National Park (Northwest Territories, Canada)"
Famous site,North America excluding the Caribbean,"Mount Logan (Yukon, Canada)"
Famous site,North America excluding the Caribbean,"Columbia Icefield (Alberta/British Columbia, Canada)"
Famous site,North America excluding the Caribbean,"Yosemite Falls (California, USA)"
Famous site,North America excluding the Caribbean,"Black Hills (South Dakota, USA)"
Famous site,North America excluding the Caribbean,"Arches National Park (Utah, USA)"
Famous site,North America excluding the Caribbean,"Zion Canyon (Utah, USA)"
Famous site,North America excluding the Caribbean,"Glacier Bay (Alaska, USA)"
Famous site,North America excluding the Caribbean,"Kenai Fjords (Alaska, USA)"
Famous site,North America excluding the Caribbean,"Hubbard Glacier (Alaska, USA)"
Famous site,North America excluding the Caribbean,"Copper Canyon (Chihuahua, Mexico)"
Famous site,North America excluding the Caribbean,Pico de Orizaba (Mexico)
Famous site,North America excluding the Caribbean,Popocatépetl Volcano (Mexico)
Famous site,North America excluding the Caribbean,Cenotes of the Yucatán Peninsula (Mexico)
Famous site,North America excluding the Caribbean,"Sumidero Canyon (Chiapas, Mexico)"
Famous site,North America excluding the Caribbean,"Monarch Butterfly Biosphere Reserve (Michoacán, Mexico)"
Famous site,North America excluding the Caribbean,Barranca del Cobre (Mexico)
Famous site,North America excluding the Caribbean,Sierra Madre Mountains (Mexico)
Famous site,North America excluding the Caribbean,"Sea of Cortez (Baja California, Mexico)"
Famous site,North America excluding the Caribbean,El Arco de Cabo San Lucas (Mexico)
Famous site,North America excluding the Caribbean,"Cahokia Mounds (Illinois, USA)"
Famous site,North America excluding the Caribbean,"Poverty Point (Louisiana, USA)"
Famous site,North America excluding the Caribbean,"Serpent Mound (Ohio, USA)"
Famous site,North America excluding the Caribbean,"Chaco Canyon (New Mexico, USA)"
Famous site,North America excluding the Caribbean,"Mesa Verde (Colorado, USA)"
Famous site,North America excluding the Caribbean,"Taos Pueblo (New Mexico, USA)"
Famous site,North America excluding the Caribbean,"Bandelier National Monument (New Mexico, USA)"
Famous site,North America excluding the Caribbean,"Montezuma Castle (Arizona, USA)"
Famous site,North America excluding the Caribbean,"Walnut Canyon (Arizona, USA)"
Famous site,North America excluding the Caribbean,"Hovenweep (Colorado/Utah, USA)"
Famous site,North America excluding the Caribbean,"Gila Cliff Dwellings (New Mexico, USA)"
Famous site,North America excluding the Caribbean,"Moundville Archaeological Site (Alabama, USA)"
Famous site,North America excluding the Caribbean,"Etowah Indian Mounds (Georgia, USA)"
Famous site,North America excluding the Caribbean,"Spiro Mounds (Oklahoma, USA)"
Famous site,North America excluding the Caribbean,"Ocmulgee Mounds (Georgia, USA)"
Famous site,North America excluding the Caribbean,"Hopewell Culture Earthworks (Ohio, USA)"
Famous site,North America excluding the Caribbean,"Newark Earthworks (Ohio, USA)"
Famous site,North America excluding the Caribbean,"Effigy Mounds (Iowa, USA)"
Famous site,North America excluding the Caribbean,"Fort Ancient (Ohio, USA)"
Famous site,North America excluding the Caribbean,"Great Serpent Effigy (Ontario, Canada)"
Famous site,North America excluding the Caribbean,"Head-Smashed-In Buffalo Jump (Alberta, Canada)"
Famous site,North America excluding the Caribbean,"Writing-on-Stone (Alberta, Canada)"
Famous site,North America excluding the Caribbean,"Kejimkujik Petroglyphs (Nova Scotia, Canada)"
Famous site,North America excluding the Caribbean,"Petroglyphs Provincial Park (Ontario, Canada)"
Famous site,North America excluding the Caribbean,"Ozette Site (Washington, USA)"
Famous site,North America excluding the Caribbean,"Keet Seel (Arizona, USA)"
Famous site,North America excluding the Caribbean,"Canyon de Chelly (Arizona, USA)"
Famous site,North America excluding the Caribbean,"Casa Grande Ruins (Arizona, USA)"
Famous site,North America excluding the Caribbean,"Paquimé (Casas Grandes, Chihuahua, Mexico)"
Famous site,North America excluding the Caribbean,Teotihuacan (Mexico)
Famous site,North America excluding the Caribbean,Tula (Mexico)
Famous site,North America excluding the Caribbean,"Monte Albán (Oaxaca, Mexico)"
Famous site,North America excluding the Caribbean,"Mitla (Oaxaca, Mexico)"
Famous site,North America excluding the Caribbean,"Palenque (Chiapas, Mexico)"
Famous site,North America excluding the Caribbean,"Yaxchilán (Chiapas, Mexico)"
Famous site,North America excluding the Caribbean,"Bonampak (Chiapas, Mexico)"
Famous site,North America excluding the Caribbean,"Calakmul (Campeche, Mexico)"
Famous site,North America excluding the Caribbean,"Edzná (Campeche, Mexico)"
Famous site,North America excluding the Caribbean,"Uxmal (Yucatán, Mexico)"
Famous site,North America excluding the Caribbean,"Kabah (Yucatán, Mexico)"
Famous site,North America excluding the Caribbean,"Sayil (Yucatán, Mexico)"
Famous site,North America excluding the Caribbean,"Labná (Yucatán, Mexico)"
Famous site,North America excluding the Caribbean,"Chichen Itza (Yucatán, Mexico)"
Famous site,North America excluding the Caribbean,"Ek’ Balam (Yucatán, Mexico)"
Famous site,North America excluding the Caribbean,"Tulum (Quintana Roo, Mexico)"
Famous site,North America excluding the Caribbean,"Cobá (Quintana Roo, Mexico)"
Famous site,North America excluding the Caribbean,"Dzibilchaltún (Yucatán, Mexico)"
Famous site,North America excluding the Caribbean,"Xochicalco (Morelos, Mexico)"
Famous site,North America excluding the Caribbean,"Cholula (Puebla, Mexico)"
Famous site,North America excluding the Caribbean,"El Tajín (Veracruz, Mexico)"
Famous site,North America excluding the Caribbean,"Cempoala (Veracruz, Mexico)"
Famous site,North America excluding the Caribbean,"La Venta (Tabasco, Mexico)"
Famous site,North America excluding the Caribbean,"Tres Zapotes (Veracruz, Mexico)"
Famous site,North America excluding the Caribbean,"San Lorenzo (Veracruz, Mexico)"
Famous site,North America excluding the Caribbean,"Izapa (Chiapas, Mexico)"
Famous site,North America excluding the Caribbean,"Templo Mayor (Mexico City, Mexico)"
Famous site,North America excluding the Caribbean,"Cuicuilco (Mexico City, Mexico)"
Famous site,North America excluding the Caribbean,"Teopanzolco (Morelos, Mexico)"
Famous site,North America excluding the Caribbean,"Tlatelolco (Mexico City, Mexico)"
Famous site,North America excluding the Caribbean,"Mission San José (Texas, USA)"
Famous site,North America excluding the Caribbean,"Mission Concepción (Texas, USA)"
Famous site,North America excluding the Caribbean,"Mission San Juan Capistrano (California, USA)"
Famous site,North America excluding the Caribbean,"Mission San Luis Rey (California, USA)"
Famous site,North America excluding the Caribbean,"Mission Dolores (California, USA)"
Famous site,North America excluding the Caribbean,"Mission San Antonio de Padua (California, USA)"
Famous site,North America excluding the Caribbean,"Mission Santa Barbara (California, USA)"
Famous site,North America excluding the Caribbean,"Mission San Carlos Borromeo (California, USA)"
Famous site,North America excluding the Caribbean,"Mission San Xavier del Bac (Arizona, USA)"
Famous site,North America excluding the Caribbean,"Mission San Francisco de la Espada (Texas, USA)"
Famous site,North America excluding the Caribbean,"Alamo Mission (Texas, USA)"
Famous site,North America excluding the Caribbean,"Castillo de San Marcos (Florida, USA)"
Famous site,North America excluding the Caribbean,"Fort Matanzas (Florida, USA)"
Famous site,North America excluding the Caribbean,"Jamestown Settlement (Virginia, USA)"
Famous site,North America excluding the Caribbean,"Williamsburg Historic District (Virginia, USA)"
Famous site,North America excluding the Caribbean,"Monticello (Virginia, USA)"
Famous site,North America excluding the Caribbean,"Mount Vernon (Virginia, USA)"
Famous site,North America excluding the Caribbean,"Independence Hall (Philadelphia, USA)"
Famous site,North America excluding the Caribbean,"Liberty Bell (Philadelphia, USA)"
Famous site,North America excluding the Caribbean,"Old North Church (Boston, USA)"
Famous site,North America excluding the Caribbean,"Faneuil Hall (Boston, USA)"
Famous site,North America excluding the Caribbean,"Paul Revere House (Boston, USA)"
Famous site,North America excluding the Caribbean,"Plymouth Rock (Massachusetts, USA)"
Famous site,North America excluding the Caribbean,"Old State House (Boston, USA)"
Famous site,North America excluding the Caribbean,"Bunker Hill Monument (Boston, USA)"
Famous site,North America excluding the Caribbean,"Quebec Citadel (Quebec City, Canada)"
Famous site,North America excluding the Caribbean,"Old Quebec (Quebec, Canada)"
Famous site,North America excluding the Caribbean,"Château Frontenac (Quebec, Canada)"
Famous site,North America excluding the Caribbean,"Rideau Canal (Ontario, Canada)"
Famous site,North America excluding the Caribbean,"Fort Henry (Ontario, Canada)"
Famous site,North America excluding the Caribbean,"Fortress of Louisbourg (Nova Scotia, Canada)"
Famous site,North America excluding the Caribbean,"L’Anse aux Meadows (Newfoundland, Canada)"
Famous site,North America excluding the Caribbean,"St. John’s Signal Hill (Newfoundland, Canada)"
Famous site,North America excluding the Caribbean,"Old Montreal (Montreal, Canada)"
Famous site,North America excluding the Caribbean,"Château Ramezay (Montreal, Canada)"
Famous site,North America excluding the Caribbean,"Saint Joseph’s Oratory (Montreal, Canada)"
Famous site,North America excluding the Caribbean,"Notre-Dame Basilica (Montreal, Canada)"
Famous site,North America excluding the Caribbean,"Basilica of Sainte-Anne-de-Beaupré (Quebec, Canada)"
Famous site,North America excluding the Caribbean,Mexico City Metropolitan Cathedral (Mexico City)
Famous site,North America excluding the Caribbean,"Puebla Cathedral (Puebla, Mexico)"
Famous site,North America excluding the Caribbean,"Oaxaca Cathedral (Oaxaca, Mexico)"
Famous site,North America excluding the Caribbean,"Guadalajara Cathedral (Guadalajara, Mexico)"
Famous site,North America excluding the Caribbean,Basilica of Guadalupe (Mexico City)
Famous site,North America excluding the Caribbean,"San Miguel de Allende (Guanajuato, Mexico)"
Famous site,North America excluding the Caribbean,"Guanajuato Historic Center (Guanajuato, Mexico)"
Famous site,North America excluding the Caribbean,"Zacatecas Historic Center (Zacatecas, Mexico)"
Famous site,North America excluding the Caribbean,"Morelia Historic Center (Michoacán, Mexico)"
Famous site,North America excluding the Caribbean,"Querétaro Historic Center (Querétaro, Mexico)"
Famous site,North America excluding the Caribbean,"Tlacotalpan (Veracruz, Mexico)"
Famous site,North America excluding the Caribbean,"Campeche Historic Center (Campeche, Mexico)"
Famous site,North America excluding the Caribbean,"Lincoln Memorial (Washington, D.C., USA)"
Famous site,North America excluding the Caribbean,"Washington Monument (Washington, D.C., USA)"
Famous site,North America excluding the Caribbean,"Jefferson Memorial (Washington, D.C., USA)"
Famous site,North America excluding the Caribbean,"US Capitol (Washington, D.C., USA)"
Famous site,North America excluding the Caribbean,"White House (Washington, D.C., USA)"
Famous site,North America excluding the Caribbean,"Smithsonian Institution (Washington, D.C., USA)"
Famous site,North America excluding the Caribbean,"Library of Congress (Washington, D.C., USA)"
Famous site,North America excluding the Caribbean,"Arlington National Cemetery (Virginia, USA)"
Famous site,North America excluding the Caribbean,"Statue of Liberty (New York, USA)"
Famous site,North America excluding the Caribbean,"Ellis Island (New York, USA)"
Famous site,North America excluding the Caribbean,"Empire State Building (New York, USA)"
Famous site,North America excluding the Caribbean,"Chrysler Building (New York, USA)"
Famous site,North America excluding the Caribbean,"Rockefeller Center (New York, USA)"
Famous site,North America excluding the Caribbean,"United Nations Headquarters (New York, USA)"
Famous site,North America excluding the Caribbean,"Times Square (New York, USA)"
Famous site,North America excluding the Caribbean,"Central Park (New York, USA)"
Famous site,North America excluding the Caribbean,"Brooklyn Bridge (New York, USA)"
Famous site,North America excluding the Caribbean,"Metropolitan Museum of Art (New York, USA)"
Famous site,North America excluding the Caribbean,"Museum of Modern Art (New York, USA)"
Famous site,North America excluding the Caribbean,"Guggenheim Museum (New York, USA)"
Famous site,North America excluding the Caribbean,"9/11 Memorial (New York, USA)"
Famous site,North America excluding the Caribbean,"Golden Gate Bridge (San Francisco, USA)"
Famous site,North America excluding the Caribbean,"Alcatraz Island (San Francisco, USA)"
Famous site,North America excluding the Caribbean,"Hollywood Walk of Fame (Los Angeles, USA)"
Famous site,North America excluding the Caribbean,"Griffith Observatory (Los Angeles, USA)"
Famous site,North America excluding the Caribbean,"Walt Disney Concert Hall (Los Angeles, USA)"
Famous site,North America excluding the Caribbean,"Getty Center (Los Angeles, USA)"
Famous site,North America excluding the Caribbean,"Space Needle (Seattle, USA)"
Famous site,North America excluding the Caribbean,"Pike Place Market (Seattle, USA)"
Famous site,North America excluding the Caribbean,"CN Tower (Toronto, Canada)"
